Key,year,month,day_of_month,full_date,time_of_game,away_team_name,away_team_league,home_team_name,home_team_league
1515,2016,04,29,04/29/2016,09:10 PM,Royals,AL,Mariners,AL
1443,2016,04,30,04/30/2016,01:10 PM,Tigers,AL,Twins,AL
1142,2016,04,30,04/30/2016,01:15 PM,Nationals,NL,Cardinals,NL
639,2016,04,30,04/30/2016,01:20 PM,Braves,NL,Cubs,NL
2037,2016,04,30,04/30/2016,03:05 PM,Astros,AL,Athletics,AL
932,2016,04,30,04/30/2016,03:05 PM,Giants,NL,Mets,NL
440,2016,04,30,04/30/2016,05:10 PM,Blue Jays,AL,Rays,AL
24,2016,04,30,04/30/2016,06:05 PM,White Sox,AL,Orioles,AL
1054,2016,04,30,04/30/2016,06:05 PM,Indians,AL,Phillies,NL
1730,2016,04,30,04/30/2016,06:05 PM,Reds,NL,Pirates,NL
798,2016,04,30,04/30/2016,06:10 PM,Marlins,NL,Brewers,NL
183,2016,04,30,04/30/2016,06:10 PM,Yankees,AL,Red Sox,AL
2121,2016,04,30,04/30/2016,07:05 PM,Angels,AL,Rangers,AL
2254,2016,04,30,04/30/2016,07:10 PM,Rockies,NL,Diamondbacks,NL
2384,2016,04,30,04/30/2016,08:10 PM,Padres,NL,Dodgers,NL
1516,2016,04,30,04/30/2016,08:10 PM,Royals,AL,Mariners,AL
799,2016,05,01,05/01/2016,01:10 PM,Marlins,NL,Brewers,NL
1444,2016,05,01,05/01/2016,01:10 PM,Tigers,AL,Twins,AL
1143,2016,05,01,05/01/2016,01:15 PM,Nationals,NL,Cardinals,NL
640,2016,05,01,05/01/2016,01:20 PM,Braves,NL,Cubs,NL
1055,2016,05,01,05/01/2016,01:35 PM,Indians,AL,Phillies,NL
2122,2016,05,01,05/01/2016,02:05 PM,Angels,AL,Rangers,AL
2038,2016,05,01,05/01/2016,03:05 PM,Astros,AL,Athletics,AL
2255,2016,05,01,05/01/2016,03:10 PM,Rockies,NL,Diamondbacks,NL
2385,2016,05,01,05/01/2016,03:10 PM,Padres,NL,Dodgers,NL
1517,2016,05,01,05/01/2016,03:10 PM,Royals,AL,Mariners,AL
184,2016,05,01,05/01/2016,07:05 PM,Yankees,AL,Red Sox,AL
933,2016,05,01,05/01/2016,12:10 PM,Giants,NL,Mets,NL
441,2016,05,01,05/01/2016,12:10 PM,Blue Jays,AL,Rays,AL
25,2016,05,01,05/01/2016,12:35 PM,White Sox,AL,Orioles,AL
1731,2016,05,01,05/01/2016,12:35 PM,Reds,NL,Pirates,NL
1617,2016,05,02,05/02/2016,06:05 PM,Cubs,NL,Pirates,NL
540,2016,05,02,05/02/2016,06:07 PM,Rangers,AL,Blue Jays,AL
641,2016,05,02,05/02/2016,06:10 PM,Braves,NL,Mets,NL
1732,2016,05,02,05/02/2016,06:10 PM,Giants,NL,Reds,NL
1838,2016,05,02,05/02/2016,06:20 PM,Angels,AL,Brewers,NL
1566,2016,05,02,05/02/2016,07:10 PM,Twins,AL,Astros,AL
1056,2016,05,02,05/02/2016,07:15 PM,Phillies,NL,Cardinals,NL
1144,2016,05,02,05/02/2016,07:15 PM,Nationals,NL,Royals,AL
2174,2016,05,02,05/02/2016,09:05 PM,Mariners,AL,Athletics,AL
2325,2016,05,02,05/02/2016,09:10 PM,Rockies,NL,Padres,NL
1342,2016,05,03,05/03/2016,05:10 PM,Tigers,AL,Indians,AL
26,2016,05,03,05/03/2016,06:05 PM,Yankees,AL,Orioles,AL
1618,2016,05,03,05/03/2016,06:05 PM,Cubs,NL,Pirates,NL
541,2016,05,03,05/03/2016,06:07 PM,Rangers,AL,Blue Jays,AL
800,2016,05,03,05/03/2016,06:10 PM,Diamondbacks,NL,Marlins,NL
642,2016,05,03,05/03/2016,06:10 PM,Braves,NL,Mets,NL
442,2016,05,03,05/03/2016,06:10 PM,Dodgers,NL,Rays,AL
1733,2016,05,03,05/03/2016,06:10 PM,Giants,NL,Reds,NL
1567,2016,05,03,05/03/2016,07:10 PM,Twins,AL,Astros,AL
1839,2016,05,03,05/03/2016,07:10 PM,Angels,AL,Brewers,NL
185,2016,05,03,05/03/2016,07:10 PM,Red Sox,AL,White Sox,AL
1057,2016,05,03,05/03/2016,07:15 PM,Phillies,NL,Cardinals,NL
1145,2016,05,03,05/03/2016,07:15 PM,Nationals,NL,Royals,AL
2175,2016,05,03,05/03/2016,09:05 PM,Mariners,AL,Athletics,AL
2326,2016,05,03,05/03/2016,09:10 PM,Rockies,NL,Padres,NL
1146,2016,05,04,05/04/2016,01:15 PM,Nationals,NL,Royals,AL
2176,2016,05,04,05/04/2016,02:35 PM,Mariners,AL,Athletics,AL
2327,2016,05,04,05/04/2016,02:40 PM,Rockies,NL,Padres,NL
1343,2016,05,04,05/04/2016,05:10 PM,Tigers,AL,Indians,AL
27,2016,05,04,05/04/2016,06:05 PM,Yankees,AL,Orioles,AL
542,2016,05,04,05/04/2016,06:07 PM,Rangers,AL,Blue Jays,AL
801,2016,05,04,05/04/2016,06:10 PM,Diamondbacks,NL,Marlins,NL
443,2016,05,04,05/04/2016,06:10 PM,Dodgers,NL,Rays,AL
1568,2016,05,04,05/04/2016,07:10 PM,Twins,AL,Astros,AL
186,2016,05,04,05/04/2016,07:10 PM,Red Sox,AL,White Sox,AL
1058,2016,05,04,05/04/2016,07:15 PM,Phillies,NL,Cardinals,NL
1619,2016,05,04,05/04/2016,11:35 AM,Cubs,NL,Pirates,NL
1734,2016,05,04,05/04/2016,11:35 AM,Giants,NL,Reds,NL
643,2016,05,04,05/04/2016,12:10 PM,Braves,NL,Mets,NL
1840,2016,05,04,05/04/2016,12:40 PM,Angels,AL,Brewers,NL
1344,2016,05,05,05/05/2016,05:10 PM,Tigers,AL,Indians,AL
28,2016,05,05,05/05/2016,06:05 PM,Yankees,AL,Orioles,AL
543,2016,05,05,05/05/2016,06:07 PM,Rangers,AL,Blue Jays,AL
802,2016,05,05,05/05/2016,06:10 PM,Diamondbacks,NL,Marlins,NL
1735,2016,05,05,05/05/2016,06:10 PM,Brewers,NL,Reds,NL
1147,2016,05,05,05/05/2016,07:05 PM,Nationals,NL,Cubs,NL
2039,2016,05,05,05/05/2016,07:10 PM,Mariners,AL,Astros,AL
187,2016,05,05,05/05/2016,07:10 PM,Red Sox,AL,White Sox,AL
934,2016,05,05,05/05/2016,09:10 PM,Mets,NL,Padres,NL
2328,2016,05,05,05/05/2016,09:15 PM,Rockies,NL,Giants,NL
1059,2016,05,05,05/05/2016,12:45 PM,Phillies,NL,Cardinals,NL
1148,2016,05,06,05/06/2016,01:20 PM,Nationals,NL,Cubs,NL
29,2016,05,06,05/06/2016,06:05 PM,Athletics,AL,Orioles,AL
188,2016,05,06,05/06/2016,06:05 PM,Red Sox,AL,Yankees,AL
544,2016,05,06,05/06/2016,06:07 PM,Dodgers,NL,Blue Jays,AL
1345,2016,05,06,05/06/2016,06:10 PM,Royals,AL,Indians,AL
803,2016,05,06,05/06/2016,06:10 PM,Phillies,NL,Marlins,NL
1736,2016,05,06,05/06/2016,06:10 PM,Brewers,NL,Reds,NL
1445,2016,05,06,05/06/2016,06:10 PM,Rangers,AL,Tigers,AL
644,2016,05,06,05/06/2016,06:35 PM,Diamondbacks,NL,Braves,NL
2040,2016,05,06,05/06/2016,07:10 PM,Mariners,AL,Astros,AL
1237,2016,05,06,05/06/2016,07:10 PM,Twins,AL,White Sox,AL
1926,2016,05,06,05/06/2016,07:15 PM,Pirates,NL,Cardinals,NL
444,2016,05,06,05/06/2016,09:05 PM,Rays,AL,Angels,AL
2329,2016,05,06,05/06/2016,09:15 PM,Rockies,NL,Giants,NL
935,2016,05,06,05/06/2016,09:40 PM,Mets,NL,Padres,NL
1927,2016,05,07,05/07/2016,01:15 PM,Pirates,NL,Cardinals,NL
1149,2016,05,07,05/07/2016,03:05 PM,Nationals,NL,Cubs,NL
2330,2016,05,07,05/07/2016,03:05 PM,Rockies,NL,Giants,NL
1346,2016,05,07,05/07/2016,03:10 PM,Royals,AL,Indians,AL
30,2016,05,07,05/07/2016,06:05 PM,Athletics,AL,Orioles,AL
2041,2016,05,07,05/07/2016,06:10 PM,Mariners,AL,Astros,AL
645,2016,05,07,05/07/2016,06:10 PM,Diamondbacks,NL,Braves,NL
804,2016,05,07,05/07/2016,06:10 PM,Phillies,NL,Marlins,NL
1737,2016,05,07,05/07/2016,06:10 PM,Brewers,NL,Reds,NL
1238,2016,05,07,05/07/2016,06:10 PM,Twins,AL,White Sox,AL
936,2016,05,07,05/07/2016,07:40 PM,Mets,NL,Padres,NL
445,2016,05,07,05/07/2016,08:05 PM,Rays,AL,Angels,AL
189,2016,05,07,05/07/2016,12:05 PM,Red Sox,AL,Yankees,AL
545,2016,05,07,05/07/2016,12:07 PM,Dodgers,NL,Blue Jays,AL
1446,2016,05,07,05/07/2016,12:10 PM,Rangers,AL,Tigers,AL
2042,2016,05,08,05/08/2016,01:10 PM,Mariners,AL,Astros,AL
1239,2016,05,08,05/08/2016,01:10 PM,Twins,AL,White Sox,AL
1928,2016,05,08,05/08/2016,01:15 PM,Pirates,NL,Cardinals,NL
1150,2016,05,08,05/08/2016,01:20 PM,Nationals,NL,Cubs,NL
446,2016,05,08,05/08/2016,02:35 PM,Rays,AL,Angels,AL
2331,2016,05,08,05/08/2016,03:05 PM,Rockies,NL,Giants,NL
937,2016,05,08,05/08/2016,03:40 PM,Mets,NL,Padres,NL
190,2016,05,08,05/08/2016,07:05 PM,Red Sox,AL,Yankees,AL
546,2016,05,08,05/08/2016,12:07 PM,Dodgers,NL,Blue Jays,AL
1347,2016,05,08,05/08/2016,12:10 PM,Royals,AL,Indians,AL
805,2016,05,08,05/08/2016,12:10 PM,Phillies,NL,Marlins,NL
1738,2016,05,08,05/08/2016,12:10 PM,Brewers,NL,Reds,NL
1447,2016,05,08,05/08/2016,12:10 PM,Rangers,AL,Tigers,AL
646,2016,05,08,05/08/2016,12:35 PM,Diamondbacks,NL,Braves,NL
31,2016,05,08,05/08/2016,12:35 PM,Athletics,AL,Orioles,AL
1151,2016,05,09,05/09/2016,06:05 PM,Tigers,AL,Nationals,NL
326,2016,05,09,05/09/2016,06:05 PM,Royals,AL,Yankees,AL
806,2016,05,09,05/09/2016,06:10 PM,Brewers,NL,Marlins,NL
191,2016,05,09,05/09/2016,06:10 PM,Athletics,AL,Red Sox,AL
1739,2016,05,09,05/09/2016,06:10 PM,Pirates,NL,Reds,NL
1620,2016,05,09,05/09/2016,07:05 PM,Padres,NL,Cubs,NL
1240,2016,05,09,05/09/2016,07:05 PM,White Sox,AL,Rangers,AL
1348,2016,05,09,05/09/2016,07:10 PM,Indians,AL,Astros,AL
32,2016,05,09,05/09/2016,07:10 PM,Orioles,AL,Twins,AL
2256,2016,05,09,05/09/2016,07:40 PM,Diamondbacks,NL,Rockies,NL
938,2016,05,09,05/09/2016,09:10 PM,Mets,NL,Dodgers,NL
447,2016,05,09,05/09/2016,09:10 PM,Rays,AL,Mariners,AL
547,2016,05,09,05/09/2016,09:15 PM,Blue Jays,AL,Giants,NL
1152,2016,05,10,05/10/2016,06:05 PM,Tigers,AL,Nationals,NL
327,2016,05,10,05/10/2016,06:05 PM,Royals,AL,Yankees,AL
647,2016,05,10,05/10/2016,06:10 PM,Phillies,NL,Braves,NL
807,2016,05,10,05/10/2016,06:10 PM,Brewers,NL,Marlins,NL
192,2016,05,10,05/10/2016,06:10 PM,Athletics,AL,Red Sox,AL
1740,2016,05,10,05/10/2016,06:10 PM,Pirates,NL,Reds,NL
1621,2016,05,10,05/10/2016,07:05 PM,Padres,NL,Cubs,NL
1241,2016,05,10,05/10/2016,07:05 PM,White Sox,AL,Rangers,AL
1349,2016,05,10,05/10/2016,07:10 PM,Indians,AL,Astros,AL
33,2016,05,10,05/10/2016,07:10 PM,Orioles,AL,Twins,AL
2257,2016,05,10,05/10/2016,07:40 PM,Diamondbacks,NL,Rockies,NL
1988,2016,05,10,05/10/2016,09:05 PM,Cardinals,NL,Angels,AL
939,2016,05,10,05/10/2016,09:10 PM,Mets,NL,Dodgers,NL
448,2016,05,10,05/10/2016,09:10 PM,Rays,AL,Mariners,AL
548,2016,05,10,05/10/2016,09:15 PM,Blue Jays,AL,Giants,NL
1242,2016,05,11,05/11/2016,01:05 PM,White Sox,AL,Rangers,AL
1350,2016,05,11,05/11/2016,01:10 PM,Indians,AL,Astros,AL
2258,2016,05,11,05/11/2016,02:10 PM,Diamondbacks,NL,Rockies,NL
449,2016,05,11,05/11/2016,02:40 PM,Rays,AL,Mariners,AL
549,2016,05,11,05/11/2016,02:45 PM,Blue Jays,AL,Giants,NL
1153,2016,05,11,05/11/2016,06:05 PM,Tigers,AL,Nationals,NL
328,2016,05,11,05/11/2016,06:05 PM,Royals,AL,Yankees,AL
648,2016,05,11,05/11/2016,06:10 PM,Phillies,NL,Braves,NL
808,2016,05,11,05/11/2016,06:10 PM,Brewers,NL,Marlins,NL
193,2016,05,11,05/11/2016,06:10 PM,Athletics,AL,Red Sox,AL
1741,2016,05,11,05/11/2016,06:10 PM,Pirates,NL,Reds,NL
1622,2016,05,11,05/11/2016,07:05 PM,Padres,NL,Cubs,NL
1989,2016,05,11,05/11/2016,09:05 PM,Cardinals,NL,Angels,AL
940,2016,05,11,05/11/2016,09:10 PM,Mets,NL,Dodgers,NL
34,2016,05,11,05/11/2016,12:10 PM,Orioles,AL,Twins,AL
35,2016,05,12,05/12/2016,06:05 PM,Tigers,AL,Orioles,AL
329,2016,05,12,05/12/2016,06:05 PM,Royals,AL,Yankees,AL
649,2016,05,12,05/12/2016,06:10 PM,Phillies,NL,Braves,NL
194,2016,05,12,05/12/2016,06:10 PM,Astros,AL,Red Sox,AL
1841,2016,05,12,05/12/2016,07:10 PM,Padres,NL,Brewers,NL
2259,2016,05,12,05/12/2016,08:40 PM,Giants,NL,Diamondbacks,NL
1990,2016,05,12,05/12/2016,09:05 PM,Cardinals,NL,Angels,AL
941,2016,05,12,05/12/2016,09:10 PM,Mets,NL,Dodgers,NL
1623,2016,05,13,05/13/2016,01:20 PM,Pirates,NL,Cubs,NL
809,2016,05,13,05/13/2016,06:05 PM,Marlins,NL,Nationals,NL
36,2016,05,13,05/13/2016,06:05 PM,Tigers,AL,Orioles,AL
1060,2016,05,13,05/13/2016,06:05 PM,Reds,NL,Phillies,NL
330,2016,05,13,05/13/2016,06:05 PM,White Sox,AL,Yankees,AL
1351,2016,05,13,05/13/2016,06:10 PM,Twins,AL,Indians,AL
450,2016,05,13,05/13/2016,06:10 PM,Athletics,AL,Rays,AL
195,2016,05,13,05/13/2016,06:10 PM,Astros,AL,Red Sox,AL
550,2016,05,13,05/13/2016,07:05 PM,Blue Jays,AL,Rangers,AL
1842,2016,05,13,05/13/2016,07:10 PM,Padres,NL,Brewers,NL
650,2016,05,13,05/13/2016,07:15 PM,Braves,NL,Royals,AL
942,2016,05,13,05/13/2016,07:40 PM,Mets,NL,Rockies,NL
2260,2016,05,13,05/13/2016,08:40 PM,Giants,NL,Diamondbacks,NL
1991,2016,05,13,05/13/2016,09:10 PM,Cardinals,NL,Dodgers,NL
2123,2016,05,13,05/13/2016,09:10 PM,Angels,AL,Mariners,AL
1624,2016,05,14,05/14/2016,01:20 PM,Pirates,NL,Cubs,NL
1352,2016,05,14,05/14/2016,03:10 PM,Twins,AL,Indians,AL
451,2016,05,14,05/14/2016,05:10 PM,Athletics,AL,Rays,AL
810,2016,05,14,05/14/2016,06:05 PM,Marlins,NL,Nationals,NL
37,2016,05,14,05/14/2016,06:05 PM,Tigers,AL,Orioles,AL
1061,2016,05,14,05/14/2016,06:05 PM,Reds,NL,Phillies,NL
1843,2016,05,14,05/14/2016,06:10 PM,Padres,NL,Brewers,NL
651,2016,05,14,05/14/2016,06:15 PM,Braves,NL,Royals,AL
551,2016,05,14,05/14/2016,07:05 PM,Blue Jays,AL,Rangers,AL
2261,2016,05,14,05/14/2016,07:10 PM,Giants,NL,Diamondbacks,NL
943,2016,05,14,05/14/2016,07:10 PM,Mets,NL,Rockies,NL
1992,2016,05,14,05/14/2016,08:10 PM,Cardinals,NL,Dodgers,NL
2124,2016,05,14,05/14/2016,08:10 PM,Angels,AL,Mariners,AL
196,2016,05,14,05/14/2016,12:05 PM,Astros,AL,Red Sox,AL
331,2016,05,14,05/14/2016,12:05 PM,White Sox,AL,Yankees,AL
1844,2016,05,15,05/15/2016,01:10 PM,Padres,NL,Brewers,NL
652,2016,05,15,05/15/2016,01:15 PM,Braves,NL,Royals,AL
1625,2016,05,15,05/15/2016,01:20 PM,Pirates,NL,Cubs,NL
552,2016,05,15,05/15/2016,02:05 PM,Blue Jays,AL,Rangers,AL
2262,2016,05,15,05/15/2016,03:10 PM,Giants,NL,Diamondbacks,NL
2125,2016,05,15,05/15/2016,03:10 PM,Angels,AL,Mariners,AL
944,2016,05,15,05/15/2016,03:10 PM,Mets,NL,Rockies,NL
1993,2016,05,15,05/15/2016,07:00 PM,Cardinals,NL,Dodgers,NL
332,2016,05,15,05/15/2016,12:05 PM,White Sox,AL,Yankees,AL
1353,2016,05,15,05/15/2016,12:10 PM,Twins,AL,Indians,AL
452,2016,05,15,05/15/2016,12:10 PM,Athletics,AL,Rays,AL
811,2016,05,15,05/15/2016,12:35 PM,Marlins,NL,Nationals,NL
38,2016,05,15,05/15/2016,12:35 PM,Tigers,AL,Orioles,AL
1062,2016,05,15,05/15/2016,12:35 PM,Reds,NL,Phillies,NL
197,2016,05,15,05/15/2016,12:35 PM,Astros,AL,Red Sox,AL
1354,2016,05,16,05/16/2016,05:10 PM,Reds,NL,Indians,AL
812,2016,05,16,05/16/2016,06:05 PM,Marlins,NL,Phillies,NL
653,2016,05,16,05/16/2016,06:05 PM,Braves,NL,Pirates,NL
198,2016,05,16,05/16/2016,06:05 PM,Red Sox,AL,Royals,AL
453,2016,05,16,05/16/2016,06:07 PM,Rays,AL,Blue Jays,AL
1448,2016,05,16,05/16/2016,06:10 PM,Twins,AL,Tigers,AL
333,2016,05,16,05/16/2016,08:40 PM,Yankees,AL,Diamondbacks,NL
2177,2016,05,16,05/16/2016,09:05 PM,Rangers,AL,Athletics,AL
2126,2016,05,16,05/16/2016,09:10 PM,Angels,AL,Dodgers,NL
1355,2016,05,17,05/17/2016,05:10 PM,Reds,NL,Indians,AL
39,2016,05,17,05/17/2016,06:05 PM,Mariners,AL,Orioles,AL
813,2016,05,17,05/17/2016,06:05 PM,Marlins,NL,Phillies,NL
654,2016,05,17,05/17/2016,06:05 PM,Braves,NL,Pirates,NL
454,2016,05,17,05/17/2016,06:07 PM,Rays,AL,Blue Jays,AL
945,2016,05,17,05/17/2016,06:10 PM,Nationals,NL,Mets,NL
1449,2016,05,17,05/17/2016,06:10 PM,Twins,AL,Tigers,AL
1626,2016,05,17,05/17/2016,07:10 PM,Cubs,NL,Brewers,NL
1243,2016,05,17,05/17/2016,07:10 PM,Astros,AL,White Sox,AL
1994,2016,05,17,05/17/2016,07:15 PM,Rockies,NL,Cardinals,NL
199,2016,05,17,05/17/2016,07:15 PM,Red Sox,AL,Royals,AL
334,2016,05,17,05/17/2016,08:40 PM,Yankees,AL,Diamondbacks,NL
2178,2016,05,17,05/17/2016,09:05 PM,Rangers,AL,Athletics,AL
2127,2016,05,17,05/17/2016,09:10 PM,Angels,AL,Dodgers,NL
2414,2016,05,17,05/17/2016,09:10 PM,Giants,NL,Padres,NL
200,2016,05,18,05/18/2016,01:15 PM,Red Sox,AL,Royals,AL
2179,2016,05,18,05/18/2016,02:35 PM,Rangers,AL,Athletics,AL
40,2016,05,18,05/18/2016,06:05 PM,Mariners,AL,Orioles,AL
655,2016,05,18,05/18/2016,06:05 PM,Braves,NL,Pirates,NL
455,2016,05,18,05/18/2016,06:07 PM,Rays,AL,Blue Jays,AL
946,2016,05,18,05/18/2016,06:10 PM,Nationals,NL,Mets,NL
1356,2016,05,18,05/18/2016,06:10 PM,Indians,AL,Reds,NL
1627,2016,05,18,05/18/2016,07:10 PM,Cubs,NL,Brewers,NL
1244,2016,05,18,05/18/2016,07:10 PM,Astros,AL,White Sox,AL
1995,2016,05,18,05/18/2016,07:15 PM,Rockies,NL,Cardinals,NL
335,2016,05,18,05/18/2016,08:40 PM,Yankees,AL,Diamondbacks,NL
2128,2016,05,18,05/18/2016,09:05 PM,Dodgers,NL,Angels,AL
2415,2016,05,18,05/18/2016,09:10 PM,Giants,NL,Padres,NL
814,2016,05,18,05/18/2016,12:05 PM,Marlins,NL,Phillies,NL
1450,2016,05,18,05/18/2016,12:10 PM,Twins,AL,Tigers,AL
656,2016,05,19,05/19/2016,06:05 PM,Braves,NL,Pirates,NL
947,2016,05,19,05/19/2016,06:10 PM,Nationals,NL,Mets,NL
1357,2016,05,19,05/19/2016,06:10 PM,Indians,AL,Reds,NL
1996,2016,05,19,05/19/2016,06:15 PM,Rockies,NL,Cardinals,NL
553,2016,05,19,05/19/2016,07:10 PM,Blue Jays,AL,Twins,AL
1245,2016,05,19,05/19/2016,07:10 PM,Astros,AL,White Sox,AL
2416,2016,05,19,05/19/2016,08:10 PM,Giants,NL,Padres,NL
2129,2016,05,19,05/19/2016,09:05 PM,Dodgers,NL,Angels,AL
336,2016,05,19,05/19/2016,09:05 PM,Yankees,AL,Athletics,AL
41,2016,05,19,05/19/2016,11:35 AM,Mariners,AL,Orioles,AL
1628,2016,05,19,05/19/2016,12:40 PM,Cubs,NL,Brewers,NL
657,2016,05,20,05/20/2016,06:05 PM,Braves,NL,Phillies,NL
1929,2016,05,20,05/20/2016,06:05 PM,Rockies,NL,Pirates,NL
815,2016,05,20,05/20/2016,06:10 PM,Nationals,NL,Marlins,NL
948,2016,05,20,05/20/2016,06:10 PM,Brewers,NL,Mets,NL
201,2016,05,20,05/20/2016,06:10 PM,Indians,AL,Red Sox,AL
1742,2016,05,20,05/20/2016,06:10 PM,Mariners,AL,Reds,NL
456,2016,05,20,05/20/2016,06:10 PM,Rays,AL,Tigers,AL
2043,2016,05,20,05/20/2016,07:10 PM,Rangers,AL,Astros,AL
554,2016,05,20,05/20/2016,07:10 PM,Blue Jays,AL,Twins,AL
1246,2016,05,20,05/20/2016,07:10 PM,Royals,AL,White Sox,AL
1997,2016,05,20,05/20/2016,07:15 PM,Diamondbacks,NL,Cardinals,NL
337,2016,05,20,05/20/2016,08:35 PM,Yankees,AL,Athletics,AL
42,2016,05,20,05/20/2016,09:05 PM,Orioles,AL,Angels,AL
1629,2016,05,20,05/20/2016,09:15 PM,Cubs,NL,Giants,NL
2386,2016,05,20,05/20/2016,09:40 PM,Dodgers,NL,Padres,NL
555,2016,05,21,05/21/2016,01:10 PM,Blue Jays,AL,Twins,AL
1247,2016,05,21,05/21/2016,01:10 PM,Royals,AL,White Sox,AL
1998,2016,05,21,05/21/2016,01:15 PM,Diamondbacks,NL,Cardinals,NL
658,2016,05,21,05/21/2016,02:05 PM,Braves,NL,Phillies,NL
338,2016,05,21,05/21/2016,03:05 PM,Yankees,AL,Athletics,AL
1930,2016,05,21,05/21/2016,03:05 PM,Rockies,NL,Pirates,NL
202,2016,05,21,05/21/2016,03:05 PM,Indians,AL,Red Sox,AL
949,2016,05,21,05/21/2016,03:10 PM,Brewers,NL,Mets,NL
1743,2016,05,21,05/21/2016,03:10 PM,Mariners,AL,Reds,NL
457,2016,05,21,05/21/2016,03:10 PM,Rays,AL,Tigers,AL
2044,2016,05,21,05/21/2016,06:15 PM,Rangers,AL,Astros,AL
1630,2016,05,21,05/21/2016,06:15 PM,Cubs,NL,Giants,NL
816,2016,05,21,05/21/2016,06:15 PM,Nationals,NL,Marlins,NL
43,2016,05,21,05/21/2016,09:05 PM,Orioles,AL,Angels,AL
2387,2016,05,21,05/21/2016,09:10 PM,Dodgers,NL,Padres,NL
2045,2016,05,22,05/22/2016,01:10 PM,Rangers,AL,Astros,AL
556,2016,05,22,05/22/2016,01:10 PM,Blue Jays,AL,Twins,AL
1248,2016,05,22,05/22/2016,01:10 PM,Royals,AL,White Sox,AL
1999,2016,05,22,05/22/2016,01:15 PM,Diamondbacks,NL,Cardinals,NL
44,2016,05,22,05/22/2016,02:35 PM,Orioles,AL,Angels,AL
339,2016,05,22,05/22/2016,03:05 PM,Yankees,AL,Athletics,AL
2388,2016,05,22,05/22/2016,03:40 PM,Dodgers,NL,Padres,NL
1631,2016,05,22,05/22/2016,07:05 PM,Cubs,NL,Giants,NL
458,2016,05,22,05/22/2016,12:08 PM,Rays,AL,Tigers,AL
817,2016,05,22,05/22/2016,12:10 PM,Nationals,NL,Marlins,NL
950,2016,05,22,05/22/2016,12:10 PM,Brewers,NL,Mets,NL
1744,2016,05,22,05/22/2016,12:10 PM,Mariners,AL,Reds,NL
659,2016,05,22,05/22/2016,12:35 PM,Braves,NL,Phillies,NL
1931,2016,05,22,05/22/2016,12:35 PM,Rockies,NL,Pirates,NL
203,2016,05,22,05/22/2016,12:35 PM,Indians,AL,Red Sox,AL
951,2016,05,23,05/23/2016,06:05 PM,Mets,NL,Nationals,NL
459,2016,05,23,05/23/2016,06:10 PM,Rays,AL,Marlins,NL
1063,2016,05,23,05/23/2016,06:10 PM,Phillies,NL,Tigers,AL
2130,2016,05,23,05/23/2016,07:05 PM,Angels,AL,Rangers,AL
1518,2016,05,23,05/23/2016,07:10 PM,Royals,AL,Twins,AL
1249,2016,05,23,05/23/2016,07:10 PM,Indians,AL,White Sox,AL
1632,2016,05,23,05/23/2016,07:15 PM,Cubs,NL,Cardinals,NL
1745,2016,05,23,05/23/2016,09:10 PM,Reds,NL,Dodgers,NL
2180,2016,05,23,05/23/2016,09:10 PM,Athletics,AL,Mariners,AL
2417,2016,05,23,05/23/2016,09:15 PM,Padres,NL,Giants,NL
952,2016,05,24,05/24/2016,06:05 PM,Mets,NL,Nationals,NL
1932,2016,05,24,05/24/2016,06:05 PM,Diamondbacks,NL,Pirates,NL
340,2016,05,24,05/24/2016,06:05 PM,Blue Jays,AL,Yankees,AL
660,2016,05,24,05/24/2016,06:10 PM,Brewers,NL,Braves,NL
1633,2016,05,24,05/24/2016,06:10 PM,Cubs,NL,Cardinals,NL
204,2016,05,24,05/24/2016,06:10 PM,Rockies,NL,Red Sox,AL
1064,2016,05,24,05/24/2016,06:10 PM,Phillies,NL,Tigers,AL
2131,2016,05,24,05/24/2016,07:05 PM,Angels,AL,Rangers,AL
45,2016,05,24,05/24/2016,07:10 PM,Orioles,AL,Astros,AL
1519,2016,05,24,05/24/2016,07:10 PM,Royals,AL,Twins,AL
1250,2016,05,24,05/24/2016,07:10 PM,Indians,AL,White Sox,AL
1746,2016,05,24,05/24/2016,09:10 PM,Reds,NL,Dodgers,NL
2181,2016,05,24,05/24/2016,09:10 PM,Athletics,AL,Mariners,AL
2418,2016,05,24,05/24/2016,09:15 PM,Padres,NL,Giants,NL
460,2016,05,24,05/24/2016,11:10 AM,Rays,AL,Marlins,NL
2132,2016,05,25,05/25/2016,01:05 PM,Angels,AL,Rangers,AL
1251,2016,05,25,05/25/2016,01:10 PM,Indians,AL,White Sox,AL
2419,2016,05,25,05/25/2016,02:45 PM,Padres,NL,Giants,NL
1933,2016,05,25,05/25/2016,06:05 PM,Diamondbacks,NL,Pirates,NL
341,2016,05,25,05/25/2016,06:05 PM,Blue Jays,AL,Yankees,AL
661,2016,05,25,05/25/2016,06:10 PM,Brewers,NL,Braves,NL
461,2016,05,25,05/25/2016,06:10 PM,Marlins,NL,Rays,AL
205,2016,05,25,05/25/2016,06:10 PM,Rockies,NL,Red Sox,AL
46,2016,05,25,05/25/2016,07:10 PM,Orioles,AL,Astros,AL
1747,2016,05,25,05/25/2016,09:10 PM,Reds,NL,Dodgers,NL
2182,2016,05,25,05/25/2016,09:10 PM,Athletics,AL,Mariners,AL
