Key,year,month,day_of_month,full_date,time_of_game,away_team_name,away_team_league,home_team_name,home_team_league
1802,2017,08,16,08/16/2016,09:10 PM,White Sox,AL,Dodgers,NL
1803,2017,08,16,08/16/2016,12:05 PM,Angels,AL,Nationals,NL
1804,2017,08,16,08/16/2016,12:10 PM,Giants,NL,Marlins,NL
1805,2017,08,17,08/17/2016,01:10 PM,Diamondbacks,NL,Astros,AL
1806,2017,08,17,08/17/2016,01:20 PM,Reds,NL,Cubs,NL
1807,2017,08,17,08/17/2016,02:10 PM,Braves,NL,Rockies,NL
1808,2017,08,17,08/17/2016,03:07 PM,Rays,AL,Blue Jays,AL
1809,2017,08,17,08/17/2016,06:05 PM,Cardinals,NL,Pirates,NL
1810,2017,08,17,08/17/2016,06:10 PM,Yankees,AL,Mets,NL
1811,2017,08,17,08/17/2016,07:05 PM,White Sox,AL,Rangers,AL
1812,2017,08,17,08/17/2016,09:10 PM,Nationals,NL,Padres,NL
1813,2017,08,17,08/17/2016,09:15 PM,Phillies,NL,Giants,NL
1814,2017,08,17,08/17/2016,12:10 PM,Indians,AL,Twins,AL
1815,2017,08,18,08/18/2016,01:20 PM,Blue Jays,AL,Cubs,NL
1816,2017,08,18,08/18/2016,06:05 PM,Angels,AL,Orioles,AL
1817,2017,08,18,08/18/2016,06:05 PM,Cardinals,NL,Pirates,NL
1818,2017,08,18,08/18/2016,06:10 PM,Marlins,NL,Mets,NL
1819,2017,08,18,08/18/2016,06:10 PM,Mariners,AL,Rays,AL
1820,2017,08,18,08/18/2016,06:10 PM,Yankees,AL,Red Sox,AL
1821,2017,08,18,08/18/2016,06:10 PM,Dodgers,NL,Tigers,AL
1822,2017,08,18,08/18/2016,06:35 PM,Reds,NL,Braves,NL
1823,2017,08,18,08/18/2016,07:05 PM,White Sox,AL,Rangers,AL
1824,2017,08,18,08/18/2016,07:10 PM,Athletics,AL,Astros,AL
1825,2017,08,18,08/18/2016,07:10 PM,Diamondbacks,NL,Twins,AL
1826,2017,08,18,08/18/2016,07:15 PM,Indians,AL,Royals,AL
1827,2017,08,18,08/18/2016,07:40 PM,Brewers,NL,Rockies,NL
1828,2017,08,18,08/18/2016,09:10 PM,Nationals,NL,Padres,NL
1829,2017,08,18,08/18/2016,09:15 PM,Phillies,NL,Giants,NL
1830,2017,08,19,08/19/2016,01:20 PM,Blue Jays,AL,Cubs,NL
1831,2017,08,19,08/19/2016,03:05 PM,Dodgers,NL,Tigers,AL
1832,2017,08,19,08/19/2016,05:10 PM,Mariners,AL,Rays,AL
1833,2017,08,19,08/19/2016,06:05 PM,Angels,AL,Orioles,AL
1834,2017,08,19,08/19/2016,06:05 PM,Cardinals,NL,Pirates,NL
1835,2017,08,19,08/19/2016,06:10 PM,Athletics,AL,Astros,AL
1836,2017,08,19,08/19/2016,06:10 PM,Reds,NL,Braves,NL
1837,2017,08,19,08/19/2016,06:10 PM,Marlins,NL,Mets,NL
1838,2017,08,19,08/19/2016,06:10 PM,Yankees,AL,Red Sox,AL
1839,2017,08,19,08/19/2016,06:10 PM,Diamondbacks,NL,Twins,AL
1840,2017,08,19,08/19/2016,06:15 PM,Indians,AL,Royals,AL
1841,2017,08,19,08/19/2016,07:05 PM,White Sox,AL,Rangers,AL
1842,2017,08,19,08/19/2016,07:10 PM,Brewers,NL,Rockies,NL
1843,2017,08,19,08/19/2016,07:40 PM,Nationals,NL,Padres,NL
1844,2017,08,19,08/19/2016,08:05 PM,Phillies,NL,Giants,NL
1845,2017,08,20,08/20/2016,01:10 PM,Athletics,AL,Astros,AL
1846,2017,08,20,08/20/2016,01:10 PM,Diamondbacks,NL,Twins,AL
1847,2017,08,20,08/20/2016,01:15 PM,Indians,AL,Royals,AL
1848,2017,08,20,08/20/2016,01:20 PM,Blue Jays,AL,Cubs,NL
1849,2017,08,20,08/20/2016,02:05 PM,White Sox,AL,Rangers,AL
1850,2017,08,20,08/20/2016,02:10 PM,Brewers,NL,Rockies,NL
1851,2017,08,20,08/20/2016,03:05 PM,Phillies,NL,Giants,NL
1852,2017,08,20,08/20/2016,03:40 PM,Nationals,NL,Padres,NL
1853,2017,08,20,08/20/2016,12:10 PM,Marlins,NL,Mets,NL
1854,2017,08,20,08/20/2016,12:10 PM,Mariners,AL,Rays,AL
1855,2017,08,20,08/20/2016,12:10 PM,Dodgers,NL,Tigers,AL
1856,2017,08,20,08/20/2016,12:35 PM,Reds,NL,Braves,NL
1857,2017,08,20,08/20/2016,12:35 PM,Angels,AL,Orioles,AL
1858,2017,08,20,08/20/2016,12:35 PM,Cardinals,NL,Pirates,NL
1859,2017,08,20,08/20/2016,TBA,Yankees,AL,Red Sox,AL
1860,2017,08,21,08/21/2016,06:05 PM,Athletics,AL,Orioles,AL
1861,2017,08,21,08/21/2016,06:05 PM,Dodgers,NL,Pirates,NL
1862,2017,08,21,08/21/2016,06:10 PM,Red Sox,AL,Indians,AL
1863,2017,08,21,08/21/2016,06:10 PM,Diamondbacks,NL,Mets,NL
1864,2017,08,21,08/21/2016,06:35 PM,Mariners,AL,Braves,NL
1865,2017,08,21,08/21/2016,07:10 PM,Twins,AL,White Sox,AL
1866,2017,08,21,08/21/2016,09:07 PM,Rangers,AL,Angels,AL
1867,2017,08,21,08/21/2016,09:15 PM,Brewers,NL,Giants,NL
1868,2017,08,22,08/22/2016,06:05 PM,Athletics,AL,Orioles,AL
1869,2017,08,22,08/22/2016,06:05 PM,Marlins,NL,Phillies,NL
1870,2017,08,22,08/22/2016,06:05 PM,Dodgers,NL,Pirates,NL
1871,2017,08,22,08/22/2016,06:10 PM,Red Sox,AL,Indians,AL
1872,2017,08,22,08/22/2016,06:10 PM,Diamondbacks,NL,Mets,NL
1873,2017,08,22,08/22/2016,06:10 PM,Blue Jays,AL,Rays,AL
1874,2017,08,22,08/22/2016,06:10 PM,Cubs,NL,Reds,NL
1875,2017,08,22,08/22/2016,06:10 PM,Yankees,AL,Tigers,AL
1876,2017,08,22,08/22/2016,06:35 PM,Mariners,AL,Braves,NL
1877,2017,08,22,08/22/2016,07:10 PM,Nationals,NL,Astros,AL
1878,2017,08,22,08/22/2016,07:10 PM,Twins,AL,White Sox,AL
1879,2017,08,22,08/22/2016,07:15 PM,Padres,NL,Cardinals,NL
1880,2017,08,22,08/22/2016,07:15 PM,Rockies,NL,Royals,AL
1881,2017,08,22,08/22/2016,09:07 PM,Rangers,AL,Angels,AL
1882,2017,08,22,08/22/2016,09:15 PM,Brewers,NL,Giants,NL
1883,2017,08,23,08/23/2016,02:05 PM,Athletics,AL,Orioles,AL
1884,2017,08,23,08/23/2016,02:45 PM,Brewers,NL,Giants,NL
1885,2017,08,23,08/23/2016,06:05 PM,Marlins,NL,Phillies,NL
1886,2017,08,23,08/23/2016,06:05 PM,Dodgers,NL,Pirates,NL
1887,2017,08,23,08/23/2016,06:10 PM,Red Sox,AL,Indians,AL
1888,2017,08,23,08/23/2016,06:10 PM,Diamondbacks,NL,Mets,NL
1889,2017,08,23,08/23/2016,06:10 PM,Blue Jays,AL,Rays,AL
1890,2017,08,23,08/23/2016,06:10 PM,Cubs,NL,Reds,NL
1891,2017,08,23,08/23/2016,06:10 PM,Yankees,AL,Tigers,AL
1892,2017,08,23,08/23/2016,06:35 PM,Mariners,AL,Braves,NL
1893,2017,08,23,08/23/2016,07:10 PM,Nationals,NL,Astros,AL
1894,2017,08,23,08/23/2016,07:10 PM,Twins,AL,White Sox,AL
1895,2017,08,23,08/23/2016,07:15 PM,Padres,NL,Cardinals,NL
1896,2017,08,23,08/23/2016,07:15 PM,Rockies,NL,Royals,AL
1897,2017,08,23,08/23/2016,09:07 PM,Rangers,AL,Angels,AL
1898,2017,08,24,08/24/2016,01:15 PM,Rockies,NL,Royals,AL
1899,2017,08,24,08/24/2016,03:05 PM,Dodgers,NL,Pirates,NL
1900,2017,08,24,08/24/2016,06:10 PM,Red Sox,AL,Indians,AL
1901,2017,08,24,08/24/2016,06:10 PM,Cubs,NL,Reds,NL
1902,2017,08,24,08/24/2016,06:15 PM,Padres,NL,Cardinals,NL
1903,2017,08,24,08/24/2016,07:10 PM,Nationals,NL,Astros,AL
1904,2017,08,24,08/24/2016,07:10 PM,Twins,AL,White Sox,AL
1905,2017,08,24,08/24/2016,09:07 PM,Rangers,AL,Angels,AL
1906,2017,08,24,08/24/2016,11:10 AM,Diamondbacks,NL,Mets,NL
1907,2017,08,24,08/24/2016,12:05 PM,Marlins,NL,Phillies,NL
1908,2017,08,24,08/24/2016,12:10 PM,Blue Jays,AL,Rays,AL
1909,2017,08,24,08/24/2016,12:10 PM,Yankees,AL,Tigers,AL
1910,2017,08,25,08/25/2016,06:05 PM,Mets,NL,Nationals,NL
1911,2017,08,25,08/25/2016,06:05 PM,Cubs,NL,Phillies,NL
1912,2017,08,25,08/25/2016,06:05 PM,Mariners,AL,Yankees,AL
1913,2017,08,25,08/25/2016,06:07 PM,Twins,AL,Blue Jays,AL
1914,2017,08,25,08/25/2016,06:10 PM,Royals,AL,Indians,AL
1915,2017,08,25,08/25/2016,06:10 PM,Padres,NL,Marlins,NL
1916,2017,08,25,08/25/2016,06:10 PM,Orioles,AL,Red Sox,AL
1917,2017,08,25,08/25/2016,06:10 PM,Pirates,NL,Reds,NL
1918,2017,08,25,08/25/2016,06:35 PM,Rockies,NL,Braves,NL
1919,2017,08,25,08/25/2016,07:10 PM,Tigers,AL,White Sox,AL
1920,2017,08,25,08/25/2016,07:15 PM,Rays,AL,Cardinals,NL
1921,2017,08,25,08/25/2016,08:40 PM,Giants,NL,Diamondbacks,NL
1922,2017,08,25,08/25/2016,09:05 PM,Rangers,AL,Athletics,AL
1923,2017,08,25,08/25/2016,09:07 PM,Astros,AL,Angels,AL
1924,2017,08,25,08/25/2016,09:10 PM,Brewers,NL,Dodgers,NL
1925,2017,08,26,08/26/2016,03:05 PM,Rangers,AL,Athletics,AL
1926,2017,08,26,08/26/2016,03:05 PM,Mets,NL,Nationals,NL
1927,2017,08,26,08/26/2016,03:05 PM,Orioles,AL,Red Sox,AL
1928,2017,08,26,08/26/2016,06:05 PM,Cubs,NL,Phillies,NL
1929,2017,08,26,08/26/2016,06:10 PM,Rockies,NL,Braves,NL
1930,2017,08,26,08/26/2016,06:10 PM,Padres,NL,Marlins,NL
1931,2017,08,26,08/26/2016,06:10 PM,Pirates,NL,Reds,NL
1932,2017,08,26,08/26/2016,06:10 PM,Tigers,AL,White Sox,AL
1933,2017,08,26,08/26/2016,06:15 PM,Rays,AL,Cardinals,NL
1934,2017,08,26,08/26/2016,06:15 PM,Royals,AL,Indians,AL
1935,2017,08,26,08/26/2016,07:10 PM,Giants,NL,Diamondbacks,NL
1936,2017,08,26,08/26/2016,08:07 PM,Astros,AL,Angels,AL
1937,2017,08,26,08/26/2016,08:10 PM,Brewers,NL,Dodgers,NL
1938,2017,08,26,08/26/2016,12:05 PM,Mariners,AL,Yankees,AL
1939,2017,08,26,08/26/2016,12:07 PM,Twins,AL,Blue Jays,AL
1940,2017,08,27,08/27/2016,01:10 PM,Tigers,AL,White Sox,AL
1941,2017,08,27,08/27/2016,01:15 PM,Rays,AL,Cardinals,NL
1942,2017,08,27,08/27/2016,03:05 PM,Rangers,AL,Athletics,AL
1943,2017,08,27,08/27/2016,03:10 PM,Giants,NL,Diamondbacks,NL
1944,2017,08,27,08/27/2016,03:10 PM,Brewers,NL,Dodgers,NL
1945,2017,08,27,08/27/2016,12:05 PM,Mariners,AL,Yankees,AL
1946,2017,08,27,08/27/2016,12:07 PM,Twins,AL,Blue Jays,AL
1947,2017,08,27,08/27/2016,12:10 PM,Royals,AL,Indians,AL
1948,2017,08,27,08/27/2016,12:10 PM,Padres,NL,Marlins,NL
1949,2017,08,27,08/27/2016,12:10 PM,Pirates,NL,Reds,NL
1950,2017,08,27,08/27/2016,12:35 PM,Rockies,NL,Braves,NL
1951,2017,08,27,08/27/2016,12:35 PM,Mets,NL,Nationals,NL
1952,2017,08,27,08/27/2016,12:35 PM,Cubs,NL,Phillies,NL
1953,2017,08,27,08/27/2016,12:35 PM,Orioles,AL,Red Sox,AL
1954,2017,08,27,08/27/2016,TBA,Astros,AL,Angels,AL
1955,2017,08,28,08/28/2016,06:05 PM,Marlins,NL,Nationals,NL
1956,2017,08,28,08/28/2016,06:05 PM,Mariners,AL,Orioles,AL
1957,2017,08,28,08/28/2016,06:05 PM,Braves,NL,Phillies,NL
1958,2017,08,28,08/28/2016,06:05 PM,Indians,AL,Yankees,AL
1959,2017,08,28,08/28/2016,06:07 PM,Red Sox,AL,Blue Jays,AL
1960,2017,08,28,08/28/2016,07:05 PM,Pirates,NL,Cubs,NL
1961,2017,08,28,08/28/2016,07:15 PM,Rays,AL,Royals,AL
1962,2017,08,28,08/28/2016,07:40 PM,Tigers,AL,Rockies,NL
1963,2017,08,28,08/28/2016,09:07 PM,Athletics,AL,Angels,AL
1964,2017,08,28,08/28/2016,09:10 PM,Giants,NL,Padres,NL
1965,2017,08,29,08/29/2016,06:05 PM,Marlins,NL,Nationals,NL
1966,2017,08,29,08/29/2016,06:05 PM,Mariners,AL,Orioles,AL
1967,2017,08,29,08/29/2016,06:05 PM,Braves,NL,Phillies,NL
1968,2017,08,29,08/29/2016,06:05 PM,Indians,AL,Yankees,AL
1969,2017,08,29,08/29/2016,06:07 PM,Red Sox,AL,Blue Jays,AL
1970,2017,08,29,08/29/2016,06:10 PM,Mets,NL,Reds,NL
1971,2017,08,29,08/29/2016,06:40 PM,Cardinals,NL,Brewers,NL
1972,2017,08,29,08/29/2016,07:05 PM,Pirates,NL,Cubs,NL
1973,2017,08,29,08/29/2016,07:10 PM,Rangers,AL,Astros,AL
1974,2017,08,29,08/29/2016,07:10 PM,White Sox,AL,Twins,AL
1975,2017,08,29,08/29/2016,07:15 PM,Rays,AL,Royals,AL
1976,2017,08,29,08/29/2016,07:40 PM,Tigers,AL,Rockies,NL
1977,2017,08,29,08/29/2016,08:40 PM,Dodgers,NL,Diamondbacks,NL
1978,2017,08,29,08/29/2016,09:07 PM,Athletics,AL,Angels,AL
1979,2017,08,29,08/29/2016,09:10 PM,Giants,NL,Padres,NL
1980,2017,08,30,08/30/2016,01:10 PM,Cardinals,NL,Brewers,NL
1981,2017,08,30,08/30/2016,02:05 PM,Mariners,AL,Orioles,AL
1982,2017,08,30,08/30/2016,02:10 PM,Tigers,AL,Rockies,NL
1983,2017,08,30,08/30/2016,03:05 PM,Marlins,NL,Nationals,NL
1984,2017,08,30,08/30/2016,06:07 PM,Red Sox,AL,Blue Jays,AL
1985,2017,08,30,08/30/2016,06:10 PM,Mets,NL,Reds,NL
1986,2017,08,30,08/30/2016,07:05 PM,Pirates,NL,Cubs,NL
1987,2017,08,30,08/30/2016,07:10 PM,Rangers,AL,Astros,AL
1988,2017,08,30,08/30/2016,07:10 PM,White Sox,AL,Twins,AL
1989,2017,08,30,08/30/2016,07:15 PM,Rays,AL,Royals,AL
1990,2017,08,30,08/30/2016,08:10 PM,Giants,NL,Padres,NL
1991,2017,08,30,08/30/2016,08:40 PM,Dodgers,NL,Diamondbacks,NL
1992,2017,08,30,08/30/2016,09:07 PM,Athletics,AL,Angels,AL
1993,2017,08,30,08/30/2016,12:05 PM,Braves,NL,Phillies,NL
1994,2017,08,30,08/30/2016,12:05 PM,Indians,AL,Yankees,AL
1995,2017,08,31,08/31/2016,02:40 PM,Dodgers,NL,Diamondbacks,NL
1996,2017,08,31,08/31/2016,06:05 PM,Blue Jays,AL,Orioles,AL
1997,2017,08,31,08/31/2016,06:05 PM,Red Sox,AL,Yankees,AL
1998,2017,08,31,08/31/2016,06:10 PM,Phillies,NL,Marlins,NL
1999,2017,08,31,08/31/2016,07:05 PM,Braves,NL,Cubs,NL
2000,2017,08,31,08/31/2016,07:10 PM,Rangers,AL,Astros,AL
2001,2017,08,31,08/31/2016,07:10 PM,Nationals,NL,Brewers,NL
2002,2017,08,31,08/31/2016,09:15 PM,Cardinals,NL,Giants,NL
2003,2017,08,31,08/31/2016,11:35 AM,Mets,NL,Reds,NL
2004,2017,08,31,08/31/2016,12:10 PM,White Sox,AL,Twins,AL
2005,2017,09,01,09/01/2016,01:20 PM,Braves,NL,Cubs,NL
2006,2017,09,01,09/01/2016,06:05 PM,Blue Jays,AL,Orioles,AL
2007,2017,09,01,09/01/2016,06:05 PM,Reds,NL,Pirates,NL
2008,2017,09,01,09/01/2016,06:05 PM,Red Sox,AL,Yankees,AL
2009,2017,09,01,09/01/2016,06:10 PM,Phillies,NL,Marlins,NL
2010,2017,09,01,09/01/2016,06:10 PM,Indians,AL,Tigers,AL
2011,2017,09,01,09/01/2016,07:05 PM,Angels,AL,Rangers,AL
2012,2017,09,01,09/01/2016,07:10 PM,Mets,NL,Astros,AL
2013,2017,09,01,09/01/2016,07:10 PM,Nationals,NL,Brewers,NL
2014,2017,09,01,09/01/2016,07:10 PM,Royals,AL,Twins,AL
2015,2017,09,01,09/01/2016,07:10 PM,Rays,AL,White Sox,AL
2016,2017,09,01,09/01/2016,07:40 PM,Diamondbacks,NL,Rockies,NL
2017,2017,09,01,09/01/2016,09:10 PM,Athletics,AL,Mariners,AL
2018,2017,09,01,09/01/2016,09:10 PM,Dodgers,NL,Padres,NL
2019,2017,09,01,09/01/2016,09:15 PM,Cardinals,NL,Giants,NL
2020,2017,09,02,09/02/2016,01:20 PM,Braves,NL,Cubs,NL
2021,2017,09,02,09/02/2016,03:05 PM,Cardinals,NL,Giants,NL
2022,2017,09,02,09/02/2016,05:10 PM,Indians,AL,Tigers,AL
2023,2017,09,02,09/02/2016,06:05 PM,Blue Jays,AL,Orioles,AL
2024,2017,09,02,09/02/2016,06:05 PM,Reds,NL,Pirates,NL
2025,2017,09,02,09/02/2016,06:10 PM,Mets,NL,Astros,AL
2026,2017,09,02,09/02/2016,06:10 PM,Nationals,NL,Brewers,NL
2027,2017,09,02,09/02/2016,06:10 PM,Phillies,NL,Marlins,NL
2028,2017,09,02,09/02/2016,06:10 PM,Royals,AL,Twins,AL
2029,2017,09,02,09/02/2016,06:10 PM,Rays,AL,White Sox,AL
2030,2017,09,02,09/02/2016,07:05 PM,Angels,AL,Rangers,AL
2031,2017,09,02,09/02/2016,07:10 PM,Diamondbacks,NL,Rockies,NL
2032,2017,09,02,09/02/2016,07:40 PM,Dodgers,NL,Padres,NL
2033,2017,09,02,09/02/2016,08:10 PM,Athletics,AL,Mariners,AL
2034,2017,09,02,09/02/2016,12:05 PM,Red Sox,AL,Yankees,AL
2035,2017,09,03,09/03/2016,01:10 PM,Mets,NL,Astros,AL
2036,2017,09,03,09/03/2016,01:10 PM,Nationals,NL,Brewers,NL
2037,2017,09,03,09/03/2016,01:10 PM,Royals,AL,Twins,AL
2038,2017,09,03,09/03/2016,01:10 PM,Rays,AL,White Sox,AL
2039,2017,09,03,09/03/2016,02:05 PM,Angels,AL,Rangers,AL
2040,2017,09,03,09/03/2016,02:10 PM,Diamondbacks,NL,Rockies,NL
2041,2017,09,03,09/03/2016,03:05 PM,Cardinals,NL,Giants,NL
2042,2017,09,03,09/03/2016,03:10 PM,Athletics,AL,Mariners,AL
2043,2017,09,03,09/03/2016,03:40 PM,Dodgers,NL,Padres,NL
2044,2017,09,03,09/03/2016,12:05 PM,Red Sox,AL,Yankees,AL
2045,2017,09,03,09/03/2016,12:10 PM,Phillies,NL,Marlins,NL
2046,2017,09,03,09/03/2016,12:10 PM,Indians,AL,Tigers,AL
2047,2017,09,03,09/03/2016,12:35 PM,Blue Jays,AL,Orioles,AL
2048,2017,09,03,09/03/2016,12:35 PM,Reds,NL,Pirates,NL
2049,2017,09,03,09/03/2016,TBA,Braves,NL,Cubs,NL
2050,2017,09,04,09/04/2016,01:10 PM,Indians,AL,White Sox,AL
2051,2017,09,04,09/04/2016,02:10 PM,Giants,NL,Rockies,NL
2052,2017,09,04,09/04/2016,03:05 PM,Angels,AL,Athletics,AL
2053,2017,09,04,09/04/2016,03:05 PM,Cubs,NL,Pirates,NL
2054,2017,09,04,09/04/2016,03:40 PM,Cardinals,NL,Padres,NL
2055,2017,09,04,09/04/2016,05:40 PM,Astros,AL,Mariners,AL
2056,2017,09,04,09/04/2016,06:10 PM,Nationals,NL,Marlins,NL
2057,2017,09,04,09/04/2016,06:10 PM,Twins,AL,Rays,AL
2058,2017,09,04,09/04/2016,06:10 PM,Blue Jays,AL,Red Sox,AL
2059,2017,09,04,09/04/2016,06:35 PM,Rangers,AL,Braves,NL
2060,2017,09,04,09/04/2016,07:10 PM,Diamondbacks,NL,Dodgers,NL
2061,2017,09,04,09/04/2016,12:10 PM,Phillies,NL,Mets,NL
2062,2017,09,04,09/04/2016,12:10 PM,Brewers,NL,Reds,NL
2063,2017,09,04,09/04/2016,12:10 PM,Royals,AL,Tigers,AL
2064,2017,09,04,09/04/2016,12:35 PM,Yankees,AL,Orioles,AL
2065,2017,09,05,09/05/2016,06:05 PM,Yankees,AL,Orioles,AL
2066,2017,09,05,09/05/2016,06:05 PM,Cubs,NL,Pirates,NL
2067,2017,09,05,09/05/2016,06:10 PM,Nationals,NL,Marlins,NL
2068,2017,09,05,09/05/2016,06:10 PM,Phillies,NL,Mets,NL
2069,2017,09,05,09/05/2016,06:10 PM,Twins,AL,Rays,AL
2070,2017,09,05,09/05/2016,06:10 PM,Blue Jays,AL,Red Sox,AL
2071,2017,09,05,09/05/2016,06:10 PM,Brewers,NL,Reds,NL
2072,2017,09,05,09/05/2016,06:10 PM,Royals,AL,Tigers,AL
2073,2017,09,05,09/05/2016,06:35 PM,Rangers,AL,Braves,NL
2074,2017,09,05,09/05/2016,07:10 PM,Indians,AL,White Sox,AL
2075,2017,09,05,09/05/2016,07:40 PM,Giants,NL,Rockies,NL
2076,2017,09,05,09/05/2016,09:05 PM,Angels,AL,Athletics,AL
2077,2017,09,05,09/05/2016,09:10 PM,Diamondbacks,NL,Dodgers,NL
2078,2017,09,05,09/05/2016,09:10 PM,Astros,AL,Mariners,AL
2079,2017,09,05,09/05/2016,09:10 PM,Cardinals,NL,Padres,NL
2080,2017,09,06,09/06/2016,02:35 PM,Angels,AL,Athletics,AL
2081,2017,09,06,09/06/2016,06:05 PM,Yankees,AL,Orioles,AL
2082,2017,09,06,09/06/2016,06:05 PM,Cubs,NL,Pirates,NL
2083,2017,09,06,09/06/2016,06:10 PM,Nationals,NL,Marlins,NL
2084,2017,09,06,09/06/2016,06:10 PM,Phillies,NL,Mets,NL
2085,2017,09,06,09/06/2016,06:10 PM,Blue Jays,AL,Red Sox,AL
2086,2017,09,06,09/06/2016,06:10 PM,Royals,AL,Tigers,AL
2087,2017,09,06,09/06/2016,06:35 PM,Rangers,AL,Braves,NL
2088,2017,09,06,09/06/2016,07:10 PM,Indians,AL,White Sox,AL
2089,2017,09,06,09/06/2016,07:40 PM,Giants,NL,Rockies,NL
2090,2017,09,06,09/06/2016,09:10 PM,Diamondbacks,NL,Dodgers,NL
2091,2017,09,06,09/06/2016,09:10 PM,Astros,AL,Mariners,AL
2092,2017,09,06,09/06/2016,09:10 PM,Cardinals,NL,Padres,NL
2093,2017,09,06,09/06/2016,11:35 AM,Brewers,NL,Reds,NL
2094,2017,09,06,09/06/2016,12:10 PM,Twins,AL,Rays,AL
2095,2017,09,07,09/07/2016,06:05 PM,Phillies,NL,Nationals,NL
2096,2017,09,07,09/07/2016,06:05 PM,Cubs,NL,Pirates,NL
2097,2017,09,07,09/07/2016,06:10 PM,Reds,NL,Mets,NL
2098,2017,09,07,09/07/2016,06:35 PM,Marlins,NL,Braves,NL
2099,2017,09,07,09/07/2016,07:10 PM,Indians,AL,White Sox,AL
2100,2017,09,07,09/07/2016,07:15 PM,Twins,AL,Royals,AL
2101,2017,09,07,09/07/2016,08:10 PM,Cardinals,NL,Padres,NL
2102,2017,09,07,09/07/2016,09:10 PM,Rockies,NL,Dodgers,NL
2103,2017,09,08,09/08/2016,01:20 PM,Brewers,NL,Cubs,NL
2104,2017,09,08,09/08/2016,06:05 PM,Phillies,NL,Nationals,NL
2105,2017,09,08,09/08/2016,06:07 PM,Tigers,AL,Blue Jays,AL
2106,2017,09,08,09/08/2016,06:10 PM,Orioles,AL,Indians,AL
2107,2017,09,08,09/08/2016,06:10 PM,Reds,NL,Mets,NL
2108,2017,09,08,09/08/2016,06:10 PM,Rays,AL,Red Sox,AL
2109,2017,09,08,09/08/2016,06:35 PM,Marlins,NL,Braves,NL
2110,2017,09,08,09/08/2016,07:05 PM,Yankees,AL,Rangers,AL
2111,2017,09,08,09/08/2016,07:10 PM,Giants,NL,White Sox,AL
2112,2017,09,08,09/08/2016,07:15 PM,Pirates,NL,Cardinals,NL
2113,2017,09,08,09/08/2016,07:15 PM,Twins,AL,Royals,AL
2114,2017,09,08,09/08/2016,08:40 PM,Padres,NL,Diamondbacks,NL
2115,2017,09,08,09/08/2016,09:05 PM,Astros,AL,Athletics,AL
2116,2017,09,08,09/08/2016,09:10 PM,Rockies,NL,Dodgers,NL
2117,2017,09,08,09/08/2016,09:10 PM,Angels,AL,Mariners,AL
2118,2017,09,09,09/09/2016,03:05 PM,Astros,AL,Athletics,AL
2119,2017,09,09,09/09/2016,03:05 PM,Brewers,NL,Cubs,NL
2120,2017,09,09,09/09/2016,06:05 PM,Phillies,NL,Nationals,NL
2121,2017,09,09,09/09/2016,06:10 PM,Marlins,NL,Braves,NL
2122,2017,09,09,09/09/2016,06:10 PM,Reds,NL,Mets,NL
2123,2017,09,09,09/09/2016,06:10 PM,Rays,AL,Red Sox,AL
2124,2017,09,09,09/09/2016,06:10 PM,Giants,NL,White Sox,AL
2125,2017,09,09,09/09/2016,06:15 PM,Twins,AL,Royals,AL
2126,2017,09,09,09/09/2016,07:05 PM,Yankees,AL,Rangers,AL
2127,2017,09,09,09/09/2016,07:10 PM,Padres,NL,Diamondbacks,NL
2128,2017,09,09,09/09/2016,08:10 PM,Rockies,NL,Dodgers,NL
2129,2017,09,09,09/09/2016,08:10 PM,Angels,AL,Mariners,AL
2130,2017,09,09,09/09/2016,12:05 PM,Pirates,NL,Cardinals,NL
2131,2017,09,09,09/09/2016,12:05 PM,Orioles,AL,Indians,AL
2132,2017,09,09,09/09/2016,12:07 PM,Tigers,AL,Blue Jays,AL
2133,2017,09,10,09/10/2016,01:10 PM,Giants,NL,White Sox,AL
2134,2017,09,10,09/10/2016,01:15 PM,Pirates,NL,Cardinals,NL
2135,2017,09,10,09/10/2016,01:15 PM,Twins,AL,Royals,AL
2136,2017,09,10,09/10/2016,01:20 PM,Brewers,NL,Cubs,NL
2137,2017,09,10,09/10/2016,02:05 PM,Yankees,AL,Rangers,AL
2138,2017,09,10,09/10/2016,03:05 PM,Astros,AL,Athletics,AL
2139,2017,09,10,09/10/2016,03:10 PM,Padres,NL,Diamondbacks,NL
2140,2017,09,10,09/10/2016,03:10 PM,Rockies,NL,Dodgers,NL
2141,2017,09,10,09/10/2016,03:10 PM,Angels,AL,Mariners,AL
2142,2017,09,10,09/10/2016,12:07 PM,Tigers,AL,Blue Jays,AL
2143,2017,09,10,09/10/2016,12:10 PM,Orioles,AL,Indians,AL
2144,2017,09,10,09/10/2016,12:10 PM,Reds,NL,Mets,NL
2145,2017,09,10,09/10/2016,12:35 PM,Marlins,NL,Braves,NL
2146,2017,09,10,09/10/2016,12:35 PM,Phillies,NL,Nationals,NL
2147,2017,09,10,09/10/2016,12:35 PM,Rays,AL,Red Sox,AL
2148,2017,09,11,09/11/2016,06:07 PM,Orioles,AL,Blue Jays,AL
2149,2017,09,11,09/11/2016,06:10 PM,Tigers,AL,Indians,AL
2150,2017,09,11,09/11/2016,06:10 PM,Yankees,AL,Rays,AL
2151,2017,09,11,09/11/2016,06:40 PM,Pirates,NL,Brewers,NL
